"id","numero_serie","tension_r","corriente_r","potencia_a_r","potencia_r_r","tension_s","corriente_s","potencia_a_s","potencia_r_s","tension_t","corriente_t","potencia_a_t","potencia_r_t","temporal_placa","temporal_server","update"
5803,"28562F60A8D8","219.1197662000","14.9899616200","574.5256348000","3231.3281250000","219.3876648000","15.5551319100","571.5712280000","3359.9311520000","221.6529083000","15.4976177200","683.4049683000","3364.6740720000","2025-12-30 07:00:01-03","2025-12-30 07:00:01-03",NULL
5805,"28562F60A8D8","220.1370850000","15.2291727100","567.5159912000","3301.0178220000","220.3629303000","15.9196243300","576.3122559000","3454.8859860000","222.3724213000","15.7764854400","704.9240723000","3434.2062990000","2025-12-30 07:00:31-03","2025-12-30 07:00:32-03",NULL
5808,"28562F60A8D8","220.0092773000","15.1378221500","568.8444824000","3278.6462400000","220.0937195000","15.7409000400","582.1437378000","3410.3986820000","222.0487823000","15.5922908800","689.3994751000","3390.9956050000","2025-12-30 07:01:01-03","2025-12-30 07:01:02-03",NULL
5810,"28562F60A8D8","220.0741730000","15.1092138300","558.4356689000","3274.5603030000","220.1950836000","15.8103437400","584.0953369000","3426.2165530000","222.2271118000","15.5983076100","701.3737183000","3392.3190920000","2025-12-30 07:01:32-03","2025-12-30 07:01:32-03",NULL
5812,"28562F60A8D8","220.0681000000","15.1814498900","572.4516602000","3288.8298340000","220.0908508000","15.7903366100","575.6022949000","3422.3955080000","222.0633850000","15.6915826800","689.2903442000","3413.7343750000","2025-12-30 07:02:02-03","2025-12-30 07:02:03-03",NULL
5814,"28562F60A8D8","218.6751404000","14.9511976200","574.7436523000","3215.4099120000","218.5775757000","15.4805660200","569.7744141000","3329.8620610000","220.8096313000","15.4451341600","670.8074951000","3341.5507810000","2025-12-30 07:02:32-03","2025-12-30 07:02:33-03",NULL
5816,"28562F60A8D8","219.4593658000","14.9785051300","576.3641357000","3233.1042480000","219.3101807000","15.5679578800","570.6357422000","3360.6408690000","221.4335785000","15.5204992300","682.8696899000","3365.9357910000","2025-12-30 07:03:03-03","2025-12-30 07:03:03-03",NULL
5817,"28562F60A8D8","219.7442627000","15.1130399700","578.6871948000","3267.0541990000","219.6291046000","15.7073879200","573.1544800000","3396.3217770000","221.7834473000","15.6626415300","687.0353394000","3402.8164060000","2025-12-30 07:03:31-03","2025-12-30 07:03:31-03",NULL
5819,"28562F60A8D8","219.7250824000","15.1061096200","585.1120605000","3264.1142580000","219.5942688000","15.6809301400","565.2229614000","3391.3122560000","221.7200012000","15.7092742900","684.2770386000","3413.0649410000","2025-12-30 07:04:01-03","2025-12-30 07:04:01-03",NULL
5821,"28562F60A8D8","218.5081024000","14.8295192700","589.2016602000","3183.2604980000","218.1149445000","15.2633619300","557.7258301000","3276.6513670000","220.3240509000","15.3683929400","657.6414795000","3319.5375980000","2025-12-30 07:04:31-03","2025-12-30 07:04:32-03",NULL
5823,"28562F60A8D8","219.5525970000","15.0699424700","580.1817627000","3253.6677250000","219.3549957000","15.6053257000","568.2208252000","3368.9860840000","221.6710510000","15.5984516100","679.5740967000","3387.4313960000","2025-12-30 07:05:01-03","2025-12-30 07:05:02-03",NULL
5826,"28562F60A8D8","220.1209564000","15.1813888500","586.6899414000","3286.4770510000","219.8380432000","15.6904239700","571.2877808000","3395.6508790000","221.9288330000","15.7016925800","680.5026855000","3415.0773930000","2025-12-30 07:05:32-03","2025-12-30 07:05:32-03",NULL
5828,"28562F60A8D8","218.8322754000","14.9329118700","579.4051514000","3213.1262210000","218.5609131000","15.4351949700","565.5258179000","3320.5000000000","220.7834625000","15.4428854000","671.1841431000","3340.8491210000","2025-12-30 07:06:02-03","2025-12-30 07:06:03-03",NULL
5830,"28562F60A8D8","220.7324677000","15.2377729400","580.5313721000","3310.0002440000","220.6515503000","15.8141698800","576.4135742000","3436.2785640000","222.7072754000","15.7586612700","690.6204224000","3438.9143070000","2025-12-30 07:06:32-03","2025-12-30 07:06:33-03",NULL
5832,"28562F60A8D8","220.3537750000","15.2449989300","576.2551880000","3306.0991210000","220.0865784000","15.7355175000","575.9757080000","3409.1242680000","222.2760773000","15.7014589300","672.2769165000","3422.3835450000","2025-12-30 07:07:03-03","2025-12-30 07:07:03-03",NULL
5834,"28562F60A8D8","222.1239319000","15.6170978500","583.0282593000","3416.0561520000","222.0244598000","16.2047233600","603.6048584000","3540.5351560000","224.1525726000","16.0503768900","703.5533447000","3525.3657230000","2025-12-30 07:07:33-03","2025-12-30 07:07:33-03",NULL
5835,"28562F60A8D8","222.2449188000","15.6112518300","588.8690796000","3416.1738280000","222.0175781000","16.1646556900","592.3917847000","3534.6149900000","224.1895905000","16.0962486300","699.7982788000","3538.0490720000","2025-12-30 07:08:01-03","2025-12-30 07:08:01-03",NULL
5837,"28562F60A8D8","221.2696686000","15.3627119100","585.6936646000","3344.4262700000","221.1077728000","15.8799123800","587.6470947000","3454.6591800000","223.2682037000","15.8396034200","685.9813843000","3465.8190920000","2025-12-30 07:08:31-03","2025-12-30 07:08:32-03",NULL
5839,"28562F60A8D8","221.5359192000","15.3784875900","586.8072510000","3352.1962890000","221.3158569000","16.0261535600","577.2664795000","3493.1186520000","223.2754974000","15.9566860200","707.4498291000","3488.6931150000","2025-12-30 07:09:01-03","2025-12-30 07:09:02-03",NULL
5842,"28562F60A8D8","220.2941132000","15.3094472900","592.2684937000","3316.9296880000","220.0594482000","15.7313747400","582.5213013000","3406.9938960000","221.9786835000","15.7607011800","673.7609253000","3430.6831050000","2025-12-30 07:09:32-03","2025-12-30 07:09:32-03",NULL
5844,"28562F60A8D8","221.1873474000","15.3998699200","589.2474976000","3350.8374020000","221.2327271000","15.8427085900","590.1101685000","3448.0583500000","223.0193787000","15.8401851700","677.9401855000","3463.5795900000","2025-12-30 07:10:02-03","2025-12-30 07:10:03-03",NULL
5846,"28562F60A8D8","219.9518890000","15.1457033200","599.3956909000","3273.5424800000","220.1115417000","15.6221075100","582.2337646000","3383.1586910000","222.1708832000","15.6580915500","682.1965332000","3408.8891600000","2025-12-30 07:10:32-03","2025-12-30 07:10:33-03",NULL
5848,"28562F60A8D8","220.2502747000","15.2577829400","587.8271484000","3304.4118650000","220.0752258000","15.8090143200","579.5759888000","3423.3591310000","222.4940338000","15.7930612600","693.4669189000","3441.0827640000","2025-12-30 07:11:03-03","2025-12-30 07:11:03-03",NULL
5850,"28562F60A8D8","219.9237976000","15.1952533700","595.7159424000","3284.4582520000","220.2495270000","15.6964864700","590.8703003000","3399.7563480000","222.4109955000","15.6728229500","689.9147949000","3413.7155760000","2025-12-30 07:11:33-03","2025-12-30 07:11:34-03",NULL
5851,"28562F60A8D8","218.5087280000","22.7089748400","3607.3862300000","3405.5981450000","218.8636932000","22.8781623800","3623.4699710000","3451.1896970000","221.0138092000","23.0415134400","3704.6079100000","3492.6457520000","2025-12-30 07:12:01-03","2025-12-30 07:12:01-03",NULL
5853,"28562F60A8D8","220.1355438000","15.1409521100","597.2402344000","3276.0109860000","220.3950348000","15.6318483400","589.9945679000","3389.0246580000","222.3865204000","15.6360311500","689.3963623000","3406.0363770000","2025-12-30 07:12:31-03","2025-12-30 07:12:32-03",NULL
5855,"28562F60A8D8","220.6402435000","15.2038917500","579.0219727000","3300.7451170000","220.6764679000","15.9538126000","582.2935791000","3466.5390630000","222.9237366000","15.8510856600","728.6781006000","3454.4648440000","2025-12-30 07:13:01-03","2025-12-30 07:13:02-03",NULL
5858,"28562F60A8D8","219.7964783000","15.1078615200","588.5249634000","3264.9743650000","219.6927948000","15.6851215400","577.3585205000","3391.9128420000","221.8050232000","15.6525049200","700.2868652000","3397.8190920000","2025-12-30 07:13:32-03","2025-12-30 07:13:32-03",NULL
5860,"28562F60A8D8","218.2158203000","32.7592201200","5999.9765630000","3880.8896480000","218.6001129000","32.8863067600","6054.1411130000","3870.9147950000","220.7178802000","33.0355262800","6133.5698240000","3938.3842770000","2025-12-30 07:14:02-03","2025-12-30 07:14:03-03",NULL
5862,"28562F60A8D8","220.3861542000","15.1478166600","593.0928345000","3281.9396970000","220.2763824000","15.6795759200","598.3161011000","3386.5122070000","222.5357208000","15.7188291500","702.2835083000","3424.5581050000","2025-12-30 07:14:32-03","2025-12-30 07:14:33-03",NULL
5864,"28562F60A8D8","219.0052795000","16.1035575900","1404.6591800000","3231.7272950000","219.1694031000","16.3573379500","1387.4342040000","3300.9331050000","221.2594757000","16.5527858700","1471.6549070000","3352.3806150000","2025-12-30 07:15:03-03","2025-12-30 07:15:03-03",NULL
5866,"28562F60A8D8","219.7764130000","15.0824461000","576.0532837000","3260.6435550000","220.1362152000","15.7862587000","573.7245483000","3422.3081050000","222.5354614000","15.6972894700","711.6627808000","3418.0754390000","2025-12-30 07:15:33-03","2025-12-30 07:15:33-03",NULL
5867,"28562F60A8D8","220.7606049000","15.2330293700","578.8151245000","3308.8188480000","220.7448120000","15.9676237100","578.8295288000","3471.3015140000","222.8537750000","15.8610515600","723.6241455000","3457.7080080000","2025-12-30 07:16:01-03","2025-12-30 07:16:01-03",NULL
5869,"28562F60A8D8","220.3086548000","15.0967006700","577.1841431000","3272.0024410000","220.2888489000","15.7713050800","575.2363892000","3421.2946780000","222.3806763000","15.6810455300","710.3438110000","3412.2436520000","2025-12-30 07:16:31-03","2025-12-30 07:16:32-03",NULL
5871,"28562F60A8D8","219.2364197000","14.9906606700","579.7877197000","3231.4228520000","219.6073914000","15.5944623900","580.0334473000","3370.1794430000","221.6899719000","15.5257034300","697.0958252000","3368.7424320000","2025-12-30 07:17:01-03","2025-12-30 07:17:02-03",NULL
5874,"28562F60A8D8","220.0686951000","15.1036787000","568.1810303000","3271.4135740000","220.1091919000","15.7976064700","582.4320068000","3423.2387700000","222.4276123000","15.6408453000","710.8592529000","3403.8840330000","2025-12-30 07:17:32-03","2025-12-30 07:17:32-03",NULL
5876,"28562F60A8D8","220.6567383000","15.2746782300","592.2836304000","3314.0017090000","221.0465698000","15.8634061800","590.2961426000","3450.4975590000","222.7095337000","15.8227872800","706.3372192000","3449.9492190000","2025-12-30 07:18:02-03","2025-12-30 07:18:03-03",NULL
5878,"28562F60A8D8","220.6191711000","15.2288847000","579.0793457000","3305.4401860000","220.9097443000","15.8691930800","586.5762329000","3450.3178710000","222.6013947000","15.7530050300","708.7202148000","3431.9499510000","2025-12-30 07:18:32-03","2025-12-30 07:18:33-03",NULL
5880,"28562F60A8D8","219.3172760000","15.0455970800","584.4611816000","3244.0549320000","219.6198273000","15.6404581100","577.7793579000","3381.1391600000","221.4780731000","15.5812292100","701.5227661000","3377.1440430000","2025-12-30 07:19:03-03","2025-12-30 07:19:03-03",NULL
5882,"28562F60A8D8","218.2235870000","14.8332357400","574.8588867000","3182.1594240000","218.5345154000","15.4196004900","562.2935791000","3317.1047360000","220.4454346000","15.3844747500","687.3038940000","3318.8266600000","2025-12-30 07:19:33-03","2025-12-30 07:19:33-03",NULL
5883,"28562F60A8D8","218.0951843000","14.8592605600","569.7569580000","3186.9733890000","218.4288788000","15.4128923400","576.5032959000","3311.9821780000","220.4856567000","15.3262119300","685.3243408000","3307.0500490000","2025-12-30 07:20:01-03","2025-12-30 07:20:01-03",NULL
5885,"28562F60A8D8","218.4102783000","14.9266347900","567.9008179000","3207.0522460000","218.8385010000","15.5120649300","569.0671997000","3341.5776370000","220.7071838000","15.4226408000","683.2311401000","3332.7268070000","2025-12-30 07:20:31-03","2025-12-30 07:20:32-03",NULL
5887,"28562F60A8D8","217.4668579000","28.5047950700","5095.7158200000","3525.3969730000","217.6791077000","28.6452598600","5141.4531250000","3523.0859380000","219.6384430000","28.7307186100","5208.0756840000","3560.9118650000","2025-12-30 07:21:01-03","2025-12-30 07:21:02-03",NULL
5889,"28562F60A8D8","219.8715363000","15.0769081100","590.1345825000","3258.4956050000","219.8469238000","15.6192579300","572.2734985000","3380.7575680000","221.8365173000","15.6501131100","696.4342041000","3399.4338380000","2025-12-30 07:21:32-03","2025-12-30 07:21:32-03",NULL
5892,"28562F60A8D8","219.4351349000","15.0329771000","590.8916016000","3241.8413090000","219.6130981000","15.6121225400","569.7464600000","3375.9560550000","221.5298615000","15.6394968000","700.4436646000","3391.3498540000","2025-12-30 07:22:02-03","2025-12-30 07:22:02-03",NULL
5894,"28562F60A8D8","219.5962372000","15.1152973200","596.2811890000","3261.8623050000","219.6369171000","15.6799659700","569.8041382000","3390.9641110000","221.7310028000","15.7487630800","702.8393555000","3418.3974610000","2025-12-30 07:22:32-03","2025-12-30 07:22:33-03",NULL
5896,"28562F60A8D8","219.6543732000","14.9747734100","605.7425537000","3229.9084470000","219.7671051000","15.4946422600","571.5238037000","3351.9118650000","221.5979004000","15.5921344800","697.8098755000","3381.9833980000","2025-12-30 07:23:03-03","2025-12-30 07:23:03-03",NULL
5898,"28562F60A8D8","218.7480469000","14.9227695500","591.6909790000","3207.0131840000","219.0399017000","15.4484176600","570.4755249000","3330.2668460000","220.9023438000","15.5078125000","688.8723755000","3353.7800290000","2025-12-30 07:23:33-03","2025-12-30 07:23:33-03",NULL
5899,"28562F60A8D8","217.9102325000","20.7719116200","3115.8525390000","3280.0488280000","218.2753143000","20.9904537200","3128.1918950000","3342.4172360000","220.2106018000","21.1648998300","3221.1047360000","3367.2041020000","2025-12-30 07:24:01-03","2025-12-30 07:24:01-03",NULL
5901,"28562F60A8D8","218.4860687000","14.9274129900","582.9929810000","3205.7878420000","218.9266052000","15.5087022800","564.9780884000","3343.1931150000","220.8129578000","15.5160503400","691.8607788000","3353.7678220000","2025-12-30 07:24:31-03","2025-12-30 07:24:32-03",NULL
5903,"28562F60A8D8","219.8282623000","15.0872936200","581.1842041000","3261.5158690000","219.9716949000","15.7532863600","581.5286865000","3410.1042480000","221.9674072000","15.6730823500","711.3975220000","3402.7136230000","2025-12-30 07:25:01-03","2025-12-30 07:25:02-03",NULL
5905,"28562F60A8D8","219.4785614000","15.0447483100","572.8977661000","3248.7087400000","219.8177185000","15.7163982400","582.8643188000","3400.3618160000","222.0765381000","15.5906457900","708.6364746000","3387.0888670000","2025-12-30 07:25:31-03","2025-12-30 07:25:32-03",NULL
5908,"28562F60A8D8","220.3666534000","15.1983318300","586.4583130000","3294.3183590000","220.7395782000","15.7763290400","588.4112549000","3427.5195310000","222.7794342000","15.7120904900","698.0696411000","3428.0275880000","2025-12-30 07:26:02-03","2025-12-30 07:26:02-03",NULL
5910,"28562F60A8D8","218.6987000000","15.0337820100","579.2449341000","3233.1594240000","219.2093964000","15.6702947600","578.5981445000","3380.7177730000","221.5024414000","15.5601835300","698.0332642000","3373.1538090000","2025-12-30 07:26:32-03","2025-12-30 07:26:33-03",NULL
5912,"28562F60A8D8","222.1122131000","15.4556570100","571.8647461000","3380.4516600000","222.0583649000","16.2439250900","584.1638184000","3552.5585940000","224.2326965000","16.0661659200","730.5827026000","3524.4880370000","2025-12-30 07:27:02-03","2025-12-30 07:27:03-03",NULL
5914,"28562F60A8D8","221.5775604000","15.3017654400","585.6464233000","3335.4604490000","221.5689545000","16.1021633100","576.3952637000","3514.9423830000","223.6862488000","15.9952640500","738.6575928000","3498.4716800000","2025-12-30 07:27:33-03","2025-12-30 07:27:33-03",NULL
5916,"28562F60A8D8","221.2095337000","15.2249250400","570.7770386000","3315.6591800000","221.2041626000","15.9892473200","586.9619141000","3482.5830080000","223.4362488000","15.7876653700","727.4902954000","3449.5632320000","2025-12-30 07:28:03-03","2025-12-30 07:28:04-03",NULL
5917,"28562F60A8D8","221.3271942000","15.3223524100","586.2578125000","3336.2106930000","221.9494171000","16.0234355900","599.6520996000","3498.9980470000","223.8591309000","15.8616504700","721.9631348000","3473.6867680000","2025-12-30 07:28:31-03","2025-12-30 07:28:31-03",NULL
5919,"28562F60A8D8","221.0964203000","15.3455610300","579.9275513000","3338.8444820000","221.2351532000","16.0200595900","603.0676880000","3486.4631350000","223.5675507000","15.8368425400","719.6018677000","3464.1633300000","2025-12-30 07:29:01-03","2025-12-30 07:29:02-03",NULL
5921,"28562F60A8D8","219.2603760000","14.9909400900","573.0602417000","3232.9760740000","219.4875641000","15.6662244800","577.3497925000","3384.5095210000","221.8179779000","15.5652751900","706.1892090000","3377.6081540000","2025-12-30 07:29:31-03","2025-12-30 07:29:32-03",NULL
5924,"28562F60A8D8","218.7368317000","14.9195766400","579.2081909000","3207.9987790000","219.2507019000","15.4654693600","575.1194458000","3336.3725590000","221.1710510000","15.3923444700","681.8912964000","3333.1118160000","2025-12-30 07:30:02-03","2025-12-30 07:30:02-03",NULL
5926,"28562F60A8D8","219.6848602000","15.1585588500","576.2966919000","3276.0764160000","220.2625732000","15.7746400800","582.8190308000","3419.9606930000","222.1852570000","15.6317491500","698.6411133000","3400.1564940000","2025-12-30 07:30:32-03","2025-12-30 07:30:33-03",NULL
5928,"28562F60A8D8","219.3832245000","15.0640325500","581.4415283000","3249.7224120000","219.5990753000","15.6637182200","573.4161987000","3386.3134770000","221.8533936000","15.5820694000","695.3569336000","3384.0903320000","2025-12-30 07:31:02-03","2025-12-30 07:31:03-03",NULL
5930,"28562F60A8D8","218.9855499000","14.9933071100","584.9231567000","3227.1691890000","219.2588654000","15.5049591100","582.9538574000","3343.8339840000","221.4311371000","15.4278135300","682.2918091000","3345.2109380000","2025-12-30 07:31:33-03","2025-12-30 07:31:33-03",NULL
5932,"28562F60A8D8","218.8444977000","14.9370050400","568.7930298000","3215.3076170000","218.6821136000","15.5107936900","560.6605835000","3339.7673340000","221.4642334000","15.4377822900","680.6118164000","3348.3061520000","2025-12-30 07:32:03-03","2025-12-30 07:32:03-03",NULL
5933,"28562F60A8D8","218.5649719000","14.9441404300","590.6849976000","3208.7207030000","218.4225922000","15.4270830200","570.9727173000","3315.8632810000","221.1297607000","15.4717617000","682.0713501000","3350.6376950000","2025-12-30 07:32:31-03","2025-12-30 07:32:31-03",NULL
5935,"28562F60A8D8","220.6753693000","15.2319469500","609.2359009000","3302.0681150000","220.5523376000","15.7594165800","577.1484985000","3422.5876460000","222.8572388000","15.8273134200","698.5195923000","3455.4362790000","2025-12-30 07:33:01-03","2025-12-30 07:33:02-03",NULL
5937,"28562F60A8D8","220.4585419000","15.1609211000","592.6597290000","3285.8381350000","220.4121094000","15.7286539100","584.6596069000","3412.2751460000","222.8120728000","15.6980962800","701.3827515000","3424.8176270000","2025-12-30 07:33:31-03","2025-12-30 07:33:32-03",NULL
5939,"28562F60A8D8","220.0427704000","15.1264705700","589.3367310000","3272.4614260000","220.1296234000","15.7634487200","575.1068726000","3417.1357420000","222.2463989000","15.7161035500","705.4974365000","3418.8256840000","2025-12-30 07:34:02-03","2025-12-30 07:34:02-03",NULL
5942,"28562F60A8D8","219.3490753000","14.9595861400","588.4666748000","3224.5385740000","219.4016724000","15.5302143100","571.4289551000","3353.9970700000","221.5050507000","15.5105924600","690.7192383000","3363.4270020000","2025-12-30 07:34:32-03","2025-12-30 07:34:32-03",NULL
5944,"28562F60A8D8","221.2237396000","15.3345718400","591.9263306000","3336.1982420000","220.9669495000","15.9281663900","597.2502441000","3462.5329590000","223.2653656000","15.8231391900","712.5967407000","3457.7253420000","2025-12-30 07:35:02-03","2025-12-30 07:35:03-03",NULL
5946,"28562F60A8D8","222.0872955000","15.4881324800","594.3387451000","3383.9038090000","222.2742157000","16.1610546100","590.6092529000","3537.3364260000","224.2455902000","16.0742034900","718.8430176000","3529.6132810000","2025-12-30 07:35:32-03","2025-12-30 07:35:33-03",NULL
5948,"28562F60A8D8","221.1593475000","15.3526725800","575.3566284000","3342.1384280000","221.6156464000","16.0018920900","604.4426270000","3488.2277830000","223.7873993000","15.7917223000","714.0117798000","3458.2312010000","2025-12-30 07:36:03-03","2025-12-30 07:36:03-03",NULL
5949,"28562F60A8D8","221.2239532000","15.4471130400","593.5357056000","3361.5473630000","221.5542755000","15.9908933600","611.4277344000","3484.3630370000","223.6697235000","15.8583641100","709.6817627000","3473.0776370000","2025-12-30 07:36:31-03","2025-12-30 07:36:31-03",NULL
5951,"28562F60A8D8","222.8195648000","15.6995115300","578.7384644000","3445.7641600000","223.1627808000","16.3614616400","615.6875610000","3592.8757320000","224.9848633000","16.0984020200","724.5228882000","3546.0712890000","2025-12-30 07:37:01-03","2025-12-30 07:37:01-03",NULL
5953,"28562F60A8D8","221.9669037000","15.5818481400","585.5433960000","3403.6303710000","222.2073212000","16.2325115200","608.5836182000","3547.9023440000","224.1470947000","16.0359554300","726.2295532000","3516.7861330000","2025-12-30 07:37:31-03","2025-12-30 07:37:32-03",NULL
5955,"28562F60A8D8","221.7789459000","15.4816408200","583.3186646000","3378.3330080000","221.9138336000","16.1205444300","607.4033203000","3517.7629390000","223.8220367000","15.9282035800","720.8640137000","3487.8945310000","2025-12-30 07:38:01-03","2025-12-30 07:38:02-03",NULL
5958,"28562F60A8D8","219.0952759000","15.0499486900","581.6425171000","3241.7695310000","219.5600433000","15.5565576600","580.6355591000","3360.2341310000","221.1967926000","15.4969615900","681.4995728000","3357.0654300000","2025-12-30 07:38:32-03","2025-12-30 07:38:32-03",NULL
5960,"28562F60A8D8","218.7537537000","14.9711170200","579.2709351000","3219.6130370000","218.9655762000","15.5350160600","578.9647827000","3346.5085450000","220.9169312000","15.4404783200","685.1185913000","3339.4008790000","2025-12-30 07:39:02-03","2025-12-30 07:39:03-03",NULL
5962,"28562F60A8D8","218.7938232000","14.8491325400","582.6010132000","3192.4975590000","218.5156403000","15.3913002000","570.1845093000","3308.9721680000","221.0633240000","15.3731384300","688.3463745000","3325.7897950000","2025-12-30 07:39:32-03","2025-12-30 07:39:33-03",NULL
5964,"28562F60A8D8","217.8166046000","14.8301706300","598.3316650000","3170.3044430000","217.9184875000","15.2139892600","569.1914673000","3260.0920410000","219.7967834000","15.3207912400","663.6182861000","3298.8217770000","2025-12-30 07:40:03-03","2025-12-30 07:40:03-03",NULL
5966,"28562F60A8D8","217.6306458000","14.7446498900","580.7263184000","3152.3288570000","217.7887421000","15.2633037600","570.4746704000","3269.7658690000","220.1108551000","15.2609844200","676.3984375000","3288.4965820000","2025-12-30 07:40:33-03","2025-12-30 07:40:33-03",NULL
5967,"28562F60A8D8","219.8127136000","15.0555944400","600.6841431000","3250.5603030000","219.7843933000","15.5528593100","576.5288086000","3363.6342770000","221.7425842000","15.6010742200","691.7452393000","3387.3671880000","2025-12-30 07:41:01-03","2025-12-30 07:41:01-03",NULL
5969,"28562F60A8D8","218.6457977000","14.8776426300","587.5917969000","3196.1076660000","218.3873291000","15.4091701500","557.5697632000","3313.9538570000","220.9894867000","15.4792594900","685.7727661000","3349.6271970000","2025-12-30 07:41:31-03","2025-12-30 07:41:32-03",NULL
5971,"28562F60A8D8","220.1196747000","15.1932201400","592.0144653000","3287.7707520000","219.8049927000","15.7129907600","586.1885376000","3397.9169920000","222.1761932000","15.6892452200","697.4295654000","3412.9260250000","2025-12-30 07:42:01-03","2025-12-30 07:42:02-03",NULL
5973,"28562F60A8D8","218.9494019000","14.9997329700","589.8097534000","3226.8715820000","219.0333252000","15.4273338300","584.0776978000","3322.7282710000","221.4088440000","15.4390802400","675.9157104000","3348.7583010000","2025-12-30 07:42:32-03","2025-12-30 07:42:32-03",NULL
5976,"28562F60A8D8","218.2562561000","14.9480037700","584.4348755000","3206.2519530000","218.6256104000","15.3246116600","584.8079224000","3293.7702640000","220.7534332000","15.3148765600","661.8645020000","3313.4904790000","2025-12-30 07:43:02-03","2025-12-30 07:43:02-03",NULL
5978,"28562F60A8D8","216.6380463000","14.6623668700","574.9674683000","3120.3688960000","216.7639771000","15.1046762500","568.8787842000","3219.3706050000","219.4429626000","15.0941991800","660.3428955000","3243.8540040000","2025-12-30 07:43:32-03","2025-12-30 07:43:33-03",NULL
5980,"28562F60A8D8","218.8574982000","14.9896307000","587.6535645000","3223.7048340000","218.8794708000","15.4264793400","581.4441528000","3320.8276370000","221.3092804000","15.4436578800","673.6853638000","3348.6750490000","2025-12-30 07:44:02-03","2025-12-30 07:44:03-03",NULL
